order_id,order_datetime,from_where,to_where,order_category,order_emergency,order_timestamp,order_value,order_status
2b1fc5f7-53d9-47dc-a913-227a7270da42,2025-08-18 07:43:53.854469,Residence_34,Residence_17,Transport,low,2025-08-18 07:43:53.854469,1807.36,completed
7c8fb38d-8345-442f-bdc6-5bc9af37c4f9,2025-08-18 00:53:27.920462,Supermarket_3,Residence_16,Pickup,medium,2025-08-18 00:53:27.920462,4257.87,cancelled
fd300a33-ac35-49ea-b4e9-6bfa2171a00f,2025-08-17 18:51:27.448787,Residence_33,Residence_10,Transport,high,2025-08-17 18:51:27.448787,2195.48,in_progress
37fcff8d-0bee-461a-baeb-b3c3559eb6cb,2025-08-18 00:35:08.844693,Hospital_2,Residence_48,Delivery,low,2025-08-18 00:35:08.844693,4254.49,pending
894fc394-691d-41d6-b14f-aae2ae545847,2025-08-18 12:52:28.924400,Residence_13,Residence_42,Transport,high,2025-08-18 12:52:28.924400,1833.56,pending
7a49e341-b86a-49bf-a585-a06ce53a44c3,2025-08-18 02:53:05.070241,Residence_14,Residence_16,Transport,medium,2025-08-18 02:53:05.070241,4253.51,completed
77d8fec3-7695-439d-8b18-e4a816f4a4db,2025-08-18 10:58:46.990779,Supermarket_3,Residence_30,Pickup,medium,2025-08-18 10:58:46.990779,4446.88,completed
7b6f5262-36fb-46ce-b7d6-5cf3aa00a6af,2025-08-18 02:34:53.958217,Residence_6,Residence_50,Transport,low,2025-08-18 02:34:53.958217,3051.22,cancelled
293436df-16f2-40f0-82a4-c44ce229e2f5,2025-08-18 11:34:33.441241,Residence_27,Residence_34,Transport,low,2025-08-18 11:34:33.441241,2737.15,in_progress
2ff65a43-c189-42d7-aca7-3af17c85a34a,2025-08-18 14:53:19.504057,Residence_32,Residence_35,Transport,medium,2025-08-18 14:53:19.504057,4003.92,cancelled
2410801f-6d59-4f03-9058-4216754766f6,2025-08-18 15:38:58.184717,Residence_30,Residence_49,Transport,low,2025-08-18 15:38:58.184717,4419.58,completed
a80c722e-a46b-4da9-8d66-e278ae7117b9,2025-08-18 00:42:39.337277,Supermarket_2,Residence_19,Pickup,low,2025-08-18 00:42:39.337277,4809.85,pending
d67ce453-0180-405f-8781-1d0b02c9d8c7,2025-08-18 11:27:27.879510,Hospital_2,Residence_45,Delivery,high,2025-08-18 11:27:27.879510,3157.07,in_progress
7d82b4c1-bbf9-40f9-8377-d43f44fa9499,2025-08-18 15:15:32.547648,Residence_24,Residence_3,Transport,low,2025-08-18 15:15:32.547648,1635.34,in_progress
f897f69f-fc6d-47ad-8cd4-88a5b055ebf6,2025-08-18 01:29:18.839517,Supermarket_2,Residence_7,Pickup,low,2025-08-18 01:29:18.839517,1722.98,completed
32400f37-b6d6-4661-ab5c-e3ca3b1826bc,2025-08-17 18:47:52.974611,Residence_11,Residence_12,Transport,high,2025-08-17 18:47:52.974611,3207.07,cancelled
151b4eb5-98c5-42f8-8fa8-e433f3febacd,2025-08-18 06:54:21.857971,Hospital_3,Residence_22,Delivery,medium,2025-08-18 06:54:21.857971,679.26,cancelled
05b763f3-5bd5-475f-9c23-6206988ea049,2025-08-18 07:00:40.821012,Residence_46,Hospital_1,Transport,low,2025-08-18 07:00:40.821012,2112.93,in_progress
256684e0-dc07-439c-bd62-b6c8a004150f,2025-08-18 18:37:00.063760,Hospital_2,Residence_10,Delivery,high,2025-08-18 18:37:00.063760,4687.63,cancelled
c0abbdad-c5a2-464e-baaa-4c5e3cc0006d,2025-08-18 16:50:41.533750,Residence_39,Residence_22,Transport,low,2025-08-18 16:50:41.533750,3276.09,cancelled
6f6ffef5-d6fe-4ccf-b527-847a2eb4e145,2025-08-18 06:45:49.953146,Residence_25,Residence_18,Transport,high,2025-08-18 06:45:49.953146,3386.7,pending
6c86f562-a950-4998-9635-9a00ce418873,2025-08-18 11:41:17.555976,Residence_10,Residence_31,Transport,medium,2025-08-18 11:41:17.555976,4768.97,pending
22d6902c-3116-47dc-a029-f34f42595438,2025-08-18 17:46:53.807728,Supermarket_5,Residence_7,Pickup,medium,2025-08-18 17:46:53.807728,2459.78,completed
8bc23050-9eef-4da8-aa7a-57e2597f21cc,2025-08-18 11:52:11.366261,Residence_41,Residence_28,Transport,high,2025-08-18 11:52:11.366261,2345.65,completed
13141ad1-e58f-4566-8de1-5616cb5df4ba,2025-08-18 16:20:31.484590,Residence_4,Supermarket_1,Transport,high,2025-08-18 16:20:31.484590,2142.9,completed
db231fc6-f7de-48c0-a8b4-91bc22ad82fa,2025-08-18 15:56:44.182505,Residence_39,Residence_48,Transport,high,2025-08-18 15:56:44.182505,4407.04,cancelled
0dc62c12-0c94-4fc9-8fe5-b9f9b6d672c4,2025-08-18 01:26:30.605053,Residence_4,Residence_37,Transport,medium,2025-08-18 01:26:30.605053,2229.23,completed
f455cb30-781c-484d-bfd2-955ccbc2017a,2025-08-17 23:03:56.441537,Residence_10,Residence_31,Transport,high,2025-08-17 23:03:56.441537,4305.19,pending
0cffe069-d67a-418e-a793-082baa039b8a,2025-08-18 01:47:21.959662,Residence_6,Residence_10,Transport,medium,2025-08-18 01:47:21.959662,1582.26,in_progress
e1dffedb-0f05-49c7-a0e3-45e349121f23,2025-08-17 23:01:58.536497,Hospital_3,Residence_44,Delivery,high,2025-08-17 23:01:58.536497,783.48,in_progress
cb73b274-32cb-4c8b-867b-e217803e2756,2025-08-18 15:47:10.169837,Residence_7,Residence_42,Transport,low,2025-08-18 15:47:10.169837,2104.01,completed
c449cd01-be3c-40f8-8f56-22791855a6ef,2025-08-18 00:21:11.869697,Residence_17,Residence_23,Transport,high,2025-08-18 00:21:11.869697,1659.39,cancelled
08b977d3-63c0-446a-ab20-8a45cdd6db76,2025-08-18 03:22:10.765910,Residence_26,Residence_50,Transport,high,2025-08-18 03:22:10.765910,4463.8,pending
a43ed669-ba2c-49fe-9ffb-e11000d5de87,2025-08-18 03:07:51.901200,Supermarket_2,Residence_24,Pickup,medium,2025-08-18 03:07:51.901200,4990.29,in_progress
161bcf93-ef7e-4f47-9047-234b8db7d1d9,2025-08-17 21:22:44.015167,Hospital_3,Residence_31,Delivery,high,2025-08-17 21:22:44.015167,652.2,pending
77cfb1d1-d975-49c8-b934-eccd470fba0f,2025-08-18 16:47:08.186866,Residence_13,Residence_26,Transport,medium,2025-08-18 16:47:08.186866,917.97,in_progress
6d54d881-06be-4ab9-8bc6-6f29cd536a3b,2025-08-18 16:33:11.064032,Residence_15,Residence_11,Transport,low,2025-08-18 16:33:11.064032,4510.79,cancelled
1ece6d4b-828e-4e40-bed6-48f49901d896,2025-08-18 02:09:20.793214,Hospital_5,Residence_27,Delivery,medium,2025-08-18 02:09:20.793214,1551.67,pending
7f03722d-8623-418f-97c7-3e84ecf1932c,2025-08-18 04:21:51.558735,Residence_14,Residence_32,Transport,medium,2025-08-18 04:21:51.558735,4739.4,cancelled
f9cfdc0c-fb65-4ff9-811b-f75cce09af1d,2025-08-18 15:00:48.052230,Residence_2,Hospital_3,Transport,high,2025-08-18 15:00:48.052230,1175.97,pending
854aab41-791b-4c87-8b5b-fc95c983bc02,2025-08-17 22:35:43.068707,Residence_11,Residence_30,Transport,medium,2025-08-17 22:35:43.068707,1562.62,completed
5222e40c-590d-4c7a-b3d6-a29231a1b6e9,2025-08-18 07:54:26.854187,Residence_46,Hospital_4,Transport,high,2025-08-18 07:54:26.854187,3801.11,cancelled
48bddbfd-ecea-4907-a0ec-fa5e72f03bbc,2025-08-18 09:39:15.782148,Residence_37,Residence_23,Transport,high,2025-08-18 09:39:15.782148,4142.09,completed
35bda347-be89-4d97-8d91-cae968b3fc1c,2025-08-18 07:59:06.866335,Residence_34,Residence_49,Transport,high,2025-08-18 07:59:06.866335,4639.14,pending
bacd5bb8-41d5-4616-8899-fd23a5603e03,2025-08-18 14:57:36.230455,Residence_2,Residence_8,Transport,medium,2025-08-18 14:57:36.230455,1024.8,cancelled
a4907f53-89f3-4294-b9f8-1b97feb4f3b1,2025-08-18 17:12:38.920826,Residence_36,Residence_48,Transport,low,2025-08-18 17:12:38.920826,2296.78,pending
a368508d-91ec-42c4-97a7-da8310c03928,2025-08-17 22:45:58.061615,Residence_16,Residence_39,Transport,medium,2025-08-17 22:45:58.061615,3776.76,in_progress
3897bac7-0b5d-4e25-ad28-91f85c0f1d80,2025-08-18 13:26:48.733525,Residence_47,Residence_28,Transport,high,2025-08-18 13:26:48.733525,4734.06,in_progress
c6840504-7342-4cc5-83c9-2fd0e1f09200,2025-08-17 20:36:07.104247,Residence_16,Supermarket_2,Transport,high,2025-08-17 20:36:07.104247,1170.51,pending
bd9c461d-8eae-41d9-b011-c952e602c60a,2025-08-17 19:04:36.571718,Hospital_2,Residence_47,Delivery,high,2025-08-17 19:04:36.571718,4635.77,cancelled
6a72b830-c966-4f5e-a74e-a8b430672077,2025-08-18 16:30:11.590804,Residence_31,Residence_26,Transport,medium,2025-08-18 16:30:11.590804,3215.83,completed
607beebb-2e0a-4bf4-93f8-bf8d3efeb4eb,2025-08-18 05:30:07.134404,Residence_43,Supermarket_4,Transport,medium,2025-08-18 05:30:07.134404,1294.5,cancelled
b3371979-4221-4381-9507-b665ef56259a,2025-08-17 21:06:56.200090,Residence_45,Residence_38,Transport,medium,2025-08-17 21:06:56.200090,1333.88,cancelled
6239cf51-2265-47f7-8db3-7bea3050b1be,2025-08-18 17:21:52.529275,Supermarket_5,Residence_37,Pickup,high,2025-08-18 17:21:52.529275,4892.12,completed
9b0ce84f-16a3-49a4-b386-bd4511308171,2025-08-18 04:03:34.295422,Residence_46,Residence_13,Transport,high,2025-08-18 04:03:34.295422,2556.18,pending
587f10df-c09e-49a7-b243-1de8ec4c1cdb,2025-08-18 17:23:14.824565,Residence_2,Residence_46,Transport,low,2025-08-18 17:23:14.824565,2603.85,pending
4343e3e0-9095-4ae2-a3d6-ad540d72be10,2025-08-18 13:27:29.395344,Residence_45,Residence_30,Transport,medium,2025-08-18 13:27:29.395344,758.04,cancelled
39a9e543-5591-45be-841f-68f549dc5d50,2025-08-18 07:10:16.192051,Residence_15,Residence_6,Transport,low,2025-08-18 07:10:16.192051,2265.11,in_progress
92514200-38fa-4823-8653-7ab46dc28501,2025-08-18 06:25:02.951268,Hospital_5,Residence_47,Delivery,high,2025-08-18 06:25:02.951268,4544.94,in_progress
61720bb4-208a-4df4-8871-cb81a9a6c023,2025-08-17 19:02:38.442497,Residence_25,Residence_40,Transport,low,2025-08-17 19:02:38.442497,4537.84,cancelled
c55bff0c-eb11-47d0-b184-09b0e755180a,2025-08-18 15:12:40.179009,Residence_49,Residence_23,Transport,high,2025-08-18 15:12:40.179009,2497.68,completed
b16eb07c-9ea3-4e02-a37e-ce3c95753a5b,2025-08-18 13:45:59.407794,Residence_34,Residence_10,Transport,high,2025-08-18 13:45:59.407794,3715.42,completed
aa450030-0206-4bcd-a345-576c1559e9e5,2025-08-17 22:26:24.525335,Residence_33,Residence_44,Transport,low,2025-08-17 22:26:24.525335,3309.95,completed
31aa3009-9693-45f0-8a4d-4a36ee782889,2025-08-18 14:58:39.761778,Residence_2,Residence_1,Transport,low,2025-08-18 14:58:39.761778,2692.36,cancelled
6af8f545-3241-4a35-bdaa-ce77d8e92420,2025-08-18 10:03:20.666806,Residence_3,Hospital_5,Transport,medium,2025-08-18 10:03:20.666806,1574.61,pending
edd3ca2f-4334-4fb2-bb89-08b99df7b6ff,2025-08-18 17:23:50.533235,Residence_33,Residence_37,Transport,low,2025-08-18 17:23:50.533235,2801.05,in_progress
03eb0d48-6b0e-4767-88c1-86f009d0f839,2025-08-18 14:00:53.445431,Residence_15,Residence_6,Transport,medium,2025-08-18 14:00:53.445431,4214.43,cancelled
7713d55e-28eb-4bf9-9c19-18b88424ee8f,2025-08-18 08:39:09.802732,Residence_7,Residence_32,Transport,medium,2025-08-18 08:39:09.802732,2991.58,in_progress
4320dcb5-b9d0-468f-9055-29ff95fa02e8,2025-08-18 12:43:32.967114,Hospital_3,Residence_16,Delivery,high,2025-08-18 12:43:32.967114,3270.51,in_progress
03f33e5b-7650-40a3-a9e1-b473e3849fbd,2025-08-18 00:39:53.442335,Residence_12,Residence_37,Transport,low,2025-08-18 00:39:53.442335,901.94,cancelled
0b0a11a6-40f5-4dd2-b2ce-911a354babb8,2025-08-18 17:54:35.510958,Residence_28,Supermarket_5,Transport,low,2025-08-18 17:54:35.510958,3327.53,completed
2ce523c2-198b-4470-9d45-759b8c48e4fd,2025-08-18 02:38:01.036763,Hospital_2,Residence_42,Delivery,medium,2025-08-18 02:38:01.036763,3543.59,completed
ef1f4d17-f0d8-485a-ae56-9af3b6446089,2025-08-18 10:13:53.562073,Residence_25,Residence_41,Transport,medium,2025-08-18 10:13:53.562073,2891.98,pending
d3d2356d-7a93-4413-8292-bc6a7dabd949,2025-08-18 18:26:23.995963,Supermarket_2,Residence_4,Pickup,low,2025-08-18 18:26:23.995963,711.69,in_progress
e1211708-d68c-47ee-ab22-6ab82093f7e7,2025-08-18 03:07:54.870039,Residence_38,Residence_21,Transport,low,2025-08-18 03:07:54.870039,3181.02,pending
